Année de notification;Intitulé exhaustif du marché;Nature du marché;Date de signature;Titulaire;Code postal;Montant minimum HT;Montant maximum HT ou Montant global et forfaitaire HT;Filename
2015;Prestations de maitrise d'oeuvre pour la conception et la réalisation d'un nouveau centre de production et expertise pour l'optimisation des centres de production ou salles informatiques du CASVP;Services;2015-11-10;Aciernet;91620;;174120.0;Open Data 2015
2015;Marché à bons de commande d'acquisition et livraison de consommables d’impression destinés à l'ensemble des services de la Collectivité Parisienne et du CASVP;Fournitures;2015-11-26;Officexpress;93213;1000000.0;3600000.0;Open Data 2015
2015;Maintenance, dépannage et réparation des installations de ventilation mécanique contrôlée et équipements associés dans les établissements du CASBP (lot 1);Services;2015-11-27;ISS HYGIENE ET PREVENTION;75017;;100000.0;Open Data 2015
2015;Conception, organisation et animation de formations juridiques - règlementations à caractère social - destinées aux travailleurs sociaux et administratifs du Centre d'Action Sociale de la Ville de Paris;Services;2015-12-22;ADFIRMO;75017;160000.0;960000.0;Open Data 2015
2015;Accompagnement au changement des pratiques managériales. Lot 2: évaluation à 360° des cadres;Services;2015-12-29;SAVILLE CONSULTING France;75008;96000.0;416000.0;Open Data 2015
2013;Mobilier salons, accueils, salles à manger - Restaurant Chanzy;Fournitures;2013-01-10;KUSCH;21910;;27498.9;Open Data 2013
2013;Rénovation et amélioration de 5 chaufferies dans 5 établissements  Lot n°4;Travaux;2013-02-08;SARL SADC;93160;;266800;Open Data 2013
2013;Mobilier salons, accueils, salles à manger - CHRS Poterne - salle à manger;Fournitures;2013-02-26;KUSCH;21910;;20442.79;Open Data 2013
2013;Accompagnement d’une démarche d’élaboration d’un projet de service;Services;2013-04-02;KURT SALMON;92200;70000;140000;Open Data 2013
2013;Mission de maîtrise d'oeuvre relative au réaménagement du RDC de la Section du 16 arrondissement 71 avenue Henri Martin 75016 Paris.;Services;2013-04-05;BAAU;22000;;34010;Open Data 2013
2013;Conception, organisation et animation de formation à la gestion des ressources humaines destinées à l'encadrement supérieur et intermédiaire du CAS-VP;Services;2013-05-02;OBEA;92120;400000;1400000;Open Data 2013
2013;Mobilier de chambres d'EHPAD et de Résidences Services - RésidencesPréfet Chaleil et Leprince;Fournitures;2013-05-22;EDENA;86200;;41219.35;Open Data 2013
2013;Prestation de pedicurie a domicile 11ème et 15ème  arrondissements;Services;2013-05-27;DESTRUYS;92100;Sans minimum;Sans maximum;Open Data 2013
2013;Fourniture et installation de matériel électroménager domestique et de matériel multimédia pour les établisseaments du Centre d'Action Sociale de la Ville de Paris Lot n°1;Fournitures;2013-06-04;Darty et fils;93140;133779.28;Sans maximum;Open Data 2013
2013;Organisation de déjeuners réveillons destinés aux personnes âgées parisiennes (pendant la période des mois de décembre 2013 et janvier 2014) - Lot n°1;Services;2013-06-25;Pavillon Dauphine;75116;35280;211680;Open Data 2013
2013;mission d’intérim médical dans les établissements du Centre d’Action sociale de la Ville de Paris;Services;2013-07-29;JBM;75017;Sans minimum;Sans maximum;Open Data 2013
2013;Travaux de vitrerie dans les établissements du CAS-VP Lot n°2;Travaux;2013-07-29;SGM;93130;80000;Sans maximum;Open Data 2013
2013;Contrat de maintenance de l'application Acteurfse dans les centres de santé du CAS-VP;Services;2013-07-30;AATLANTIDE;38240;24000;80000;Open Data 2013
2013;Marché de prestation juridique, d'assistance et de représentation en justice Lot n°1;Services;2013-08-01;CLAISSE ET ASSOCIES;75008;Sans minimum;Sans maximum;Open Data 2013
2013;Nettoyage des EHPAD Furtado Heine et Cousin de Méricourt - Lot 1 : EHPAD Furtado Heine;Services;2013-08-02;Les Savoyards Réunis;75015;Sans minimum;Sans maximum;Open Data 2013
2013;Transport par voie aérienne, des personnels du CASVP et de leurs bagages en fret à destination des DOM dans le cadre des congés bonifiés Lot n°2;Services;2013-10-01;Air France;75985;668896.32;1722408.04;Open Data 2013
2013;Conception d'une campagne de communication sur l'handicap;Services;2013-10-22;SAS Horizon;51685;Sans minimum;39000;Open Data 2013
2013;Prestations de téléassistance destinées aux personnes âgées ou aux personnes handicapées résidant sur Paris et bénéficiant de la prestation de « téléalarme » délivrée par le CASVP;Services;2013-10-31;Technipro;13008;Sans minimum;Sans maximum;Open Data 2013
2013;"Surveillance des établissements du CASVP 
Lot 1 : établissements accueillant des personnes âgées secteur Nord : (1er, 2ème, 3ème, 4ème, 8ème, 9ème, 10ème, 11ème, 12ème, 16ème, 17ème, 18ème, 19ème, 20ème arrondissements, 93, 95)";Services;2013-11-27;Groupe EUROPROTECT PRIVEE;94000;Sans minimum;Sans maximum;Open Data 2013
2013;"Surveillance des établissements du CASVP 
Lot 3 : ÉHPAD Villers-Cotterêts.";Services;2013-11-27;Groupe EUROPROTECT PRIVEE;94000;Sans minimum;Sans maximum;Open Data 2013
2013;Maintenance, dépannage et réparation des installations de ventilation mécanique contrôlée et équipements associés dans les établissements du Centre d’Action Sociale de la Ville de Paris - Lot n°2;Services;2013-12-02;ISS Hygiène et Prévention;75017;200000;Sans maximum;Open Data 2013
2013;Contrôle médical au domicile des agents du CASVP en arrêt de travail pour cause de maladie;Services;2013-12-16;Medicat Partner;42100;20000;88000;Open Data 2013
2013;Maintenance et fourniture d’extincteurs mobiles et de petits équipements de sécurité incendie pour les établissements du CASVP secteur nord;Services;2013-12-30;DESAUTEL SAS;69003;Sans minimum;Sans maximum;Open Data 2013
2013;Achat et maintenance de photocopieur Lot n°1;Fournitures;2013-12-30;Konica Minolta;78424;Sans minimum;Sans maximum;Open Data 2013
2013;Achat et maintenance de photocopieur Lot n°2;Fournitures;2013-12-30;Konica Minolta;78424;Sans minimum;Sans maximum;Open Data 2013
2013;Maintenance de matériels bureautiques du CAS-VP;Services;2013-12-31;MAINTRONIC;69500;100000;200000;Open Data 2013
2016;Fourniture de papier pour photocopieurs et imprimantes;Fournitures;2016-02-09;INAPA;91814;sans;sans;Open Data 2016
2016;"Mission de maîtrise d'œuvre complète pour les travaux de rénovation de l'ensemble des menuiseries extérieures ainsi que la création d'une isolation thermique extérieure des façades de la RS ""Les Ternes"", 28, rue Bayen 7507 Paris";Services;2016-03-17;Nouvel Horizon Architectures;75020;;80770;Open Data 2016
2016;Fourniture de vêtements professionnels à destination des personnels de restauration des éablissements du Centre d'Action Sociale de la Ville de Paris;Fournitures;2016-04-05;Robur;69140;15000;40000;Open Data 2016
2016;Groupement VP : Jeux et jouets pour les enfants du 1er âge  (lot 1);Fournitures;2016-04-07;WESCO;80184;;28000;Open Data 2016
2016;Groupement VP : Jeux et jouets en bois durable  (lot 3);Fournitures;2016-04-07;BERROUS;94386;;28000;Open Data 2016
2016;Location, installation et maintenance de machines intelligentes à affranchir le courrier de petit, moyen et haut volumes, de leurs accessoires et fourniture de leurs consommables pour certains établissements du Centre d'Action Sociale de la Ville de Paris;Services;2016-04-10;PITNEY BOWES;93456;sans;200000;Open Data 2016
2016;Prestations de nettoyage de l'EHPAD Hérold;Services;2016-04-13;AUDACIEUSE;75020;sans;sans;Open Data 2016
2016;Organisation de prestations d'animations dansantes et spectacles (lot 2);Services;2016-05-11;A PLUS PROD;34200;15200;61000;Open Data 2016
2016;Groupement VP-DP-CASVP / Fourniture et acheminement de gaz naturel aux points de comptage et d'estimation du groupement de commande de la collectivitité parisienne et services associées - Lot 2 : Grandes consommations - CASVP;Fournitures;2016-06-23;SAVE;75002;sans;sans;Open Data 2016
2016;Groupement VP : Jeux et jouets de motricité (lot 4);Fournitures;2016-06-28;PAPETERIES PICHON;42353;;28000;Open Data 2016
2016;Droits d'entrée sur invitation au sein de différents sites du Museum National d'Histoire Naturelle pour le Centre d'Action Sociale de la Ville de Paris (CASVP);Services;2016-07-05;Museum National d'Histoire Naturelle;75005;22000;88000;Open Data 2016
2016;"Blanchissage du linge des résidences-services, des restaurants et du CTI du CASVP par un Etablissement et Service d'Aide par le Travail (ESAT), une Entreprise Adaptée (EA) ou structure équivalente
lot 3 : Blanchissage du linge des résidences-services et restaurants du Sud et du Sud-Ouest de Paris (5e, 6e, 7e, 15e, 16e arrondissements)";Services;2016-08-10;ESAT Les Ateliers de Jemmapes;75012;12000;200000;Open Data 2016
2016;"Blanchissage du linge des résidences-services, des restaurants et du CTI du CASVP par un Etablissement et Service d'Aide par le Travail (ESAT), une Entreprise Adaptée (EA) ou structure équivalente
lot 5: Blanchissage du linge des résidences-services et restaurants du centre Est et de l'Est de Paris (3e, 4e, 10e, 11e arrondissements)";Services;2016-08-10;ESAT Les Ateliers de Jemmapes;75012;16000;240000;Open Data 2016
2016;Marché de prestation d'interprétariat médico-social pour les établissements du Centre d'Action Sociale de la Ville de Paris;Services;2016-10-03;DARIJA-PHONE;75018;sans;600000;Open Data 2016
2016;Accord-cadre à bons de commande pour les contrôles techniques réglementaires dans les établissements du Centre d'Action Sociale de la Ville de Paris;Services;2016-11-04;APAVE Parisienne;75854;sans;800000;Open Data 2016
2016;Ateliers collectifs d'activité physique adaptée sur assises proprioceptives en prévention de la perte d'autonomie des personnes âgées;Services;2016-11-17;DCPN;26100;;24999;Open Data 2016
2013;Mise en place de stages d'informatique, d'anglais et d'Espagnol à l'attention des parisiens retraités et préretraités au sein de club du CAS-VP;Services;2013-01-11;Réalisations Humaines;75002;;21600;Open Data 2013
2013;Rénovation et amélioration de 5 chaufferies dans 5 établissements Lot n°2;Travaux;2013-02-08;SAS CELSIO;92752;;249279.43;Open Data 2013
2013;Modernisation des ascenseurs, monte-charges et plateformes élévatrices pour personnes à mobilité réduite dans les établissements du Centre d'Action Sociale de la Ville de Paris Lot n°1;Travaux;2013-03-07;KONE;92935;;401934;Open Data 2013
2013;Modernisation des ascenseurs, monte-charges et plateformes élévatrices pour personnes à mobilité réduite dans les établissements du Centre d'Action Sociale de la Ville de Paris Lot n°2;Travaux;2013-03-07;KONE;92935;;252970;Open Data 2013
2013;Travaux divers d'amélioration de l'EHPAD « HEROLD » sis 66/74, rue du Général Brunet - 75019 Paris (lot n°3);Travaux;2013-03-08;SNEF;13015;;83957;Open Data 2013
2013;Confection et réparation de prothèses dentaires fixes et amovibles à destination des centres de santé du CASVP situés dans le nord de Paris;Fournitures;2013-03-15;BGM;17001;120000;240000;Open Data 2013
2013;Confection et réparation de prothèses dentaires fixes et amovibles à destination des centres de santé du CASVP situés dans le sud de Paris;Fournitures;2013-03-15;BGM;17001;140000;420000;Open Data 2013
2013;Travaux de remplacement du système d'appels malades de la résidence Les Tourelles sise 22, rue du Chaffault 75012 PARIS;Travaux;2013-04-02;SNEF;13015;;59000;Open Data 2013
2013;Droits d’entrée sur invitation au Musée Nationale de la Marine pour le Centre d'Action Sociale de la Ville de Paris;Services;2013-04-04;Musée National de la Marine;75116;18000;72000;Open Data 2013
2013;services d'enlèvement ,de reconditionnement, de recyclage et de stockage d'equipements informatiques et téléphoniques réformés par le casvp;Services;2013-04-25;Les Ateliers du BOCAGE;79140;40000;180000;Open Data 2013
2013;Financement et gestion des prêts sociaux au profit des agents du Centre d'Action Sociale de la Ville de Paris;Services;2013-05-24;CMP-Banque;75004;20066.89;41506.02;Open Data 2013
2013;Organisation de déjeuners réveillons destinés aux personnes âgées parisiennes (pendant la période des mois de décembre 2013 et janvier 2014) - Lot n°3;Services;2013-06-25;Itinéraire International;75020;18620;111720;Open Data 2013
2013;Organisation de galas destinés aux personnes âgées parisiennes;Services;2013-06-27;Spectacles Patrick Garachon;63190;111280;171200;Open Data 2013
2013;Prestation d'assistance à maîtrise d'œuvre dans le cadre du projet de la dématérialisation des pièces justificatives comptables;Services;2013-07-19;MBV;75008;;86300;Open Data 2013
2013;Exploitation, conduite et entretien des centres thermiques et des réseaux d’eau chaude sanitaire associés des établissements relevant du centre d’action sociale de la ville de Paris Lot n°5;Services;2013-07-29;CRAM SAS;78130;320000;Sans maximum;Open Data 2013
2013;Marché à bons de commande pour la réalisation de travaux d’électricité dans les établissements du CAS-VP Lot n°4;Travaux;2013-07-29;STPEE;91140;800000;Sans maximum;Open Data 2013
2013;Marché de prestation juridique, d'assistance et de représentation en justice Lot n°3;Services;2013-08-01;CLAISSE ET ASSOCIES;75008;Sans minimum;Sans maximum;Open Data 2013
2013;Exploitation, conduite et entretien des centres thermiques et des réseaux d’eau chaude sanitaire associés des établissements relevant du centre d’action sociale de la ville de Paris Lot n°6;Services;2013-09-20;VIRON - VINCI;92737;40000;Sans maximum;Open Data 2013
2013;Marché à procédure adaptée pour une mission de maitrise d’œuvre relative aux travaux de restructuration du Restaurant Emeraude et Solidaire « Vellefaux » sis 66, avenue Clade Vellefaux 75010 PARIS;Services;2013-09-24;Equipage Architecture LAUBAL;75012;;33000;Open Data 2013
2013;Mobilier de chambres d'EHPAD et de Résidences Services - Résidence Services Omer Talon;Fournitures;2013-09-24;EUREQUIP;59552;;40429.62;Open Data 2013
2013;Transport par voie aérienne, des personnels du CASVP et de leurs bagages en fret à destination des DOM dans le cadre des congés bonifiés Lot n°3;Services;2013-10-01;Air France;75985;150501.68;401337.8;Open Data 2013
2013;L’entretien, remise en état et mise en valeur des espaces verts des établissements relevant du Centre d’Action Sociale de la Ville de Paris;Services;2013-10-21;Au service des jardins;91320;200000;Sans maximum;Open Data 2013
2013;Mise en conformité du système de sécurité incendie du CHRS Pauline Roland, sis 35/37, rue Fessart 75019 PARIS;Travaux;2013-10-31;SETELEC;94832;;69962.58;Open Data 2013
2013;Prestations intellectuelles relatives à l’analyse fonctionnelle et la modernisation des ascenseurs, monte-charges et plates-formes élévatrices pour personnes à mobilité réduite dans les établissements relevant du CASVP Lot n° 1 : Etablissements situés dans les 1er, 2ème, 3ème, 4ème, 5ème, 6ème, 7ème, 8ème, 9ème, 10ème, 11ème, 12ème, 13ème,14ème, 15ème et 16ème arrondissements de Paris, l’Essonne (91) et les Hauts de Seine (92);Services;2013-10-31;ATEC;78180;120000;Sans maximum;Open Data 2013
2013;"Surveillance des établissements du CASVP 
Lot 2 : établissements accueillant des personnes âgées secteur Sud : (5ème, 6ème, 7ème, 13ème, 14ème, 15ème arrondissements, 91, 92, 94)";Services;2013-11-27;Agence de Prévention et de Sécuruté Privée;77400;Sans minimum;Sans maximum;Open Data 2013
2013;Mandat de maîtrise d’ouvrage pour l’opération de restructuration de l’EHPAD Belleville;Services;2013-11-27;SEMPARISEINE;75001;;454105.36;Open Data 2013
2013;Nettoyage des locaux administratifs et des locaux des Permanences Sociales d'Accueil du CAS-VP Lot 1;Services;2013-11-28;ESSI JADE;75020;Sans minimum;Sans maximum;Open Data 2013
2013;Nettoyage des locaux administratifs et des locaux des Permanences Sociales d'Accueil du CAS-VP Lot 2;Services;2013-11-28;MAINTENANCE INDUSTRIE;75020;Sans minimum;Sans maximum;Open Data 2013
2013;Nettoyage des locaux administratifs et des locaux des Permanences Sociales d'Accueil du CAS-VP Lot 3;Services;2013-11-28;ESSI JADE;75020;Sans minimum;Sans maximum;Open Data 2013
2013;Nettoyage des locaux administratifs et des locaux des Permanences Sociales d'Accueil du CAS-VP Lot 5;Services;2013-11-28;MAINTENANCE INDUSTRIE;75020;Sans minimum;Sans maximum;Open Data 2013
2013;Conception, organisation et animation de modules de perfectionnement et de remise à niveau dans le cadre de préparations, en salle, à concours et à examens professionnels du Centre d'Action Sociale de la Ville de Paris;Services;2013-12-02;ARRC;92522;120000;480000;Open Data 2013
2013;Etude de pénibilité du travail et actions favorisant le maintient dans l'emploi des personnels d'un EHPAD pilote du CAS-VP;Services;2013-12-03;DS Service;18110;;23826;Open Data 2013
2013;Fourniture, installation et maintenance de lits médicalisés pour divers EHPAD du CAS-VP Lot n°1;Fournitures;2013-12-06;WISSNER;37170;Sans minimum;Sans maximum;Open Data 2013
2013;Fourniture, installation et maintenance de lits médicalisés pour divers EHPAD du CAS-VP Lot n°2;Fournitures;2013-12-06;RIM237;37390;Sans minimum;Sans maximum;Open Data 2013
2013;Maintenance, dépannage et réparation des hottes de cuisine et des équipements associés dans les établissements du Centre d’Action Sociale de la Ville de Paris - Lot n°2;Services;2013-12-30;ISS Hygiène et Prévention;75017;180000;720000;Open Data 2013
2016;Mission de reconfiguration de la fonction gestion du patrimoine;Services;2016-01-26;ACKLE CONSULTING;75002;;58625;Open Data 2016
2016;Fourniture et installation de matériel et de mobilier à usage médical pour certains établissements du CASVP - Lot 1: Petit matériel médical et matériel de pesée;Fournitures;2016-02-09;MEDIQ France;92601;sans;sans;Open Data 2016
2016;Maintenance, acquisition et installation de systèmes d'appels malades dans les EHPAD et résidences-services du CASVP (lot 2);Fournitures;2016-02-09;FOLIATEAM;94100;sans;sans;Open Data 2016
2016;Conception, organisation et animation de formations culinaires et de spécialisations techniques pour les agents du CASVP;Services;2016-03-02;SENES;69811;10000;89000;Open Data 2016
2016;Fourniture, livraison et installation de mobilier pour les établissements du Centre d’Action Sociale de la Ville de Paris (lot 2);Fournitures;2016-04-05;EUR EQUIP;59552;320000;sans;Open Data 2016
2016;Fourniture, livraison et installation de mobilier pour les établissements du Centre d’Action Sociale de la Ville de Paris (lot 2);Fournitures;2016-04-05;MOBIDECOR;42160;320000;sans;Open Data 2016
2016;Marché de nettoyage des services sociaux polyvalents (SSP) rattachés au CASVP;Services;2016-04-06;ESSI JADE;75020;sans;sans;Open Data 2016
2016;Marché de prestations de sténotypie suivies de retranscription pour les séances du conseil d'administration, des instances consultatives et des commissions administratives paritaires (CAP) en formation disciplinaire;Services;2016-04-08;Visuel-Vox;75004;100000;440000;Open Data 2016
2016;Mission de maitrise d'Œuvre des travaux de chauffage et de climatisation de l'EHPAD Cousin de Méricourt du Centre d'Action Sociale de la Ville de Paris;Services;2016-04-15;AGATHE BET;59760;;47350;Open Data 2016
2016;Rénovation et amélioration de 4 chaufferies dans 4 établissements relevant du CASVP (lot 1);Travaux;2016-05-02;VES;95520;;356083.04;Open Data 2016
2016;Rénovation et amélioration de 4 chaufferies dans 4 établissements relevant du CASVP (lot 2);Travaux;2016-05-02;CELSIO;92752;;365668.89;Open Data 2016
2016;Fourniture, livraison et installation de matériel de cuisson dans divers établissements du Centre d'Action Sociale de la Ville de Paris;Fournitures;2016-05-02;FC2P SERVICES;75020;160000;sans;Open Data 2016
2016;Fourniture et livraison de mobilier de jardin pour les établissements du Centre d'Action Sociale de la Ville de Paris;Fournitures;2016-05-20;Manutan Collectivités;79074;200000;sans;Open Data 2016
2016;Exploitation, conduite et entretien des centres thermiques et des réseaux d'eau chaude sanitaire associés des établissements du Centre d'Action Sociale de la Ville de Paris - Lot 2: Établissements situés dans : le 13ème arrondissement de Paris, dans le Val de Marne (94) et dans l’Essonne (91);Services;2016-07-11;CRAM;76087;320000;800000;Open Data 2016
2016;"Travaux de rénovation thermique et énergétique du restaurant ""les saules"" de la résidence Caulaincourt";Travaux;2016-08-17;VES;95520;;76841.98;Open Data 2016
2016;Accord-cadre à bons de commande relatif à la fourniture, la livraison et l'installation de mobilier métallique de chambres pour les cendtres d'hébergement du CASVP;Fournitures;2016-09-29;RIEP;19015;140000;208000;Open Data 2016
2016;Organisation de déjeuners réveillons destinés aux personnes âgées parisiennes(pendant la prériode des mois de décembre 2016 et janvier 2017);Services;2016-10-07;LE PAVILLON ROYAL;75016;48375;193500;Open Data 2016
2016;Réalisation de relevés de températures des réseaux d'Eau Chaude Sanitaire dans des établissements du Centre d'Action Sociale de la Ville de Paris. LOT 2 : Etablissements situés dans les 11e, 12e, 13e, 18e, 19e et  20e arrondissements de Paris, dans l'Essonne (91), la Seine Saint Denis (93), dans le Val de Marne (94), le Val d'Oise (95) et dans l'Aisne (02);Services;2016-11-04;B3E;92508;40000;200000;Open Data 2016
2016;Fourniture de produits d'hygiène corporelle et d'accessoires de toilette de gamme standard pour les établissements du Centre d'Action Sociale de la Ville de Paris (lot 1);Fournitures;2016-11-07;CEE;91070;400000;1000000;Open Data 2016
2016;Fourniture de produits d'entretien et d'articles de ménage et d'entretien pour les établissements du CASVP (lot 1);Fournitures;2016-11-08;GROUPE 5S;95870;664002.68;1666666.68;Open Data 2016
2016;Réalisation de travaux sur les installations d'alarme anti-intrusion et de vidéosurveillance dans les établissements du Centre d'Action Sociale de la Ville de Paris (lot 1);Travaux;2016-12-01;TBES;75018;200000;1200000;Open Data 2016
2016;Accord-cadre à bons de commande relatif à la surveillance des établissements du CASVP (lot 1 secteur Nord et Villers-Cotterê;Services;2016-12-13;SPG;78370;sans;4000000;Open Data 2016
2016;Réalisation d'actes de biologie médicale prescrits aux résidents des EHPAD du CASVP     Lot 2 : EHPAD Cousin de Méricourt;Services;2016-12-15;NOVESCIA PARIS SUD;91320;sans;sans;Open Data 2016
2015;Prestation de pédicurie à domicile (lot 7);Services;2015-01-02;Stéphane Taubenblatt;75016;sans;sans;Open Data 2015
2015;Prestation de pédicurie à domicile (lot 10);Services;2015-01-02;Erica Bensoussan;75010;sans;sans;Open Data 2015
2015;Prestation de pédicurie à domicile (lot 12);Services;2015-01-02;Erica Bensoussan;75010;sans;sans;Open Data 2015
2015;Fourniture de contenants à usage unique pour les déchets d'activités de soins à risques infectieux et assimilés et pour les médicaments non utilisés, enlèvement, transport et déchargement de ces contenants en vue de leur élimination et enlèvement et élimination des déchets d'amalgame issus des centres dentaires en vue de leur valorisation;Fournitures;2015-01-20;ELIDEC;39700;49998.81;150000.0;Open Data 2015
2015;"Marché de travaux relatif à la restructuration du foyer logements ""faubourg du temple"" sis 119, rue du Faubourg du Temple 75010 Paris";Travaux;2015-02-04;CBC/SPIE;78;;3723488.2;Open Data 2015
2015;Entretien, dépannage et réparation des installations de rafraîchissement dans les établissements du Centre d'Action Sociale de la Ville de Paris (5ème, 6ème, 7ème, 12ème, 13ème, 14ème, 15ème, 16ème arrondissement de Paris et les départements 91, 92 et 94) (lot 2);Services;2015-03-26;LG FROID;78500;80000.0;sans;Open Data 2015
2015;Entretien des toitures-terrasses avec éléments porteurs en maçonnerie, des gouttières et chêneaux des établissements du CASVP (lot 3);Services;2015-03-31;THOISON;94240;93611.2;sans;Open Data 2015
2015;Prestation de service pour l'évaluation du surcoût lié à la prise en charge de personnes en situation de précarité dans les EHPAD du CAS-VP;Services;2015-04-10;Eneis Conseil;75009;;39950.0;Open Data 2015
2015;Rénovation et amélioration de 4 chaufferies dans 4 établissements relevant du CASVP, Lot n°1: Rénovation du centre thermique et amélioration des réseaux de distribution de chaleur et d'eau chaude sanitaire de l'EHPAD l'Oasis - 11/13, rue Laghouat - 75018 Paris;Travaux;2015-05-07;VIRON;95520;;423850.0;Open Data 2015
2015;Rénovation et amélioration de 4 chaufferies dans 4 établissements relevant du CASVP, Lot n°3: Rénovation du centre thermique et amélioration des réseaux de distribution de chaleur et d'eau chaude sanitaire de l'EHPAD Furtado Heine- 5/7, rue Jacquier - 75014 Paris;Travaux;2015-05-07;CELSIO;92752;;379251.44;Open Data 2015
2015;Surveillance des restaurants solidaires du Centre d'Action Sociale de la Ville de Paris;Services;2015-06-02;SPG;78370;sans;sans;Open Data 2015
2015;Travaux de plomberie 24h/24 et 7j/7 dans les établissements du CASVP Lot 2;Travaux;2015-06-04;La Louisiane;75018;400000.0;sans;Open Data 2015
2015;Travaux de plomberie 24h/24 et 7j/7 dans les établissements du CASVP - Lot 4;Travaux;2015-06-04;La Louisiane;75018;400000.0;sans;Open Data 2015
2015;Prestations de nettoyage de l'EHPAD Arthur Groussier;Services;2015-06-05;Audacieuse;75020;sans;sans;Open Data 2015
2015;Réalisation d'actes de radiologie et d'échographie prescrits aux résidents des EHPAD du Centre d'Action Sociale de la Ville de Paris EHAPD COUSIN DE MERICOURT (lot 11);Services;2015-07-08;PARIS RADIOLOGIE;75015;sans;sans;Open Data 2015
2015;Réalisation d'actes de radiologie et d'échographie prescrits aux résidents des EHPAD du Centre d'Action Sociale de la Ville de Paris EHPAD HARMONIE (lot 12);Services;2015-07-08;PARIS RADIOLOGIE;75015;sans;sans;Open Data 2015
2015;Travaux de réaménagement de l'ensemble des bureaux des 2ème et 3ème étages de la section du 17ème du CASVP;Travaux;2015-07-22;ERI;94120;sans;385000.0;Open Data 2015
2015;Organisation de déjeuners réveillons destinés aux personnes âgées parisiennes (pendant la période des mois de décembre et janvier);Services;2015-08-11;Le Pavillon Royal;75017;93000.0;372000.0;Open Data 2015
2015;Organisation de prestations de séjour de vacances et d'excursions en France métropolitaine et en Europe destinées aux personnes retraitées pour les années 2016 et 2017 (lot 8);Services;2015-10-09;Alba Voyages;77160;76923.04;307692.16;Open Data 2015
2015;Fourniture et livraison de denrées alimentaires diverses et de boissons d'accompagnement de repas à divers établissements du Centre d'Action Sociale de la Ville de Paris;Fournitures;2015-10-22;Normapro;62820;sans;sans;Open Data 2015
2015;Exploitation des services de restauration d'un EHPAD - EHPAD Alquier Debrousse 1 rue Alquier Debrousse 75 020 PARIS;Services;2015-10-30;Défi Restauration;94300;4000000.0;sans;Open Data 2015
2015;Prestations de débarras de logements (du studio au F2) dans les résidences-appartements du Centre d'Action Sociale de la Ville de Paris;Services;2015-12-01;BERTON-Les Gentlemen du déménagement;45140;200000.0;800000.0;Open Data 2015
2014;Organisation et mise en œuvre de bilans de compétences à destination des agents du CASVP;Services;2014-01-02;ACORE;92700;20000;360000;Open Data 2014
2014;Entretien des ascenseurs, monte-charges, monte-dossiers et plates-formes élévatrices pour personnes à mobilité réduite dans les établissements relevant du CASVP (lot n° 5);Services;2014-02-06;THYSSENKRUPP;49124;400000;sans maximum;Open Data 2014
2014;Modernisation d’ascenseurs, monte-charges et plate formes élévatrices pour personnes à mobilité réduite dans les établissements du CASVP (lot1);Travaux;2014-02-10;SAS CEPA;60230;;474862;Open Data 2014
2014;Fourniture de meubles d'office pour les EHPAD (lot 1);Fournitures;2014-02-12;DUNE;78630;118660.16;118660.16;Open Data 2014
2014;Fourniture de matelas et de housses pour matelas;Fournitures;2014-03-10;GENECO;94120;sans minimum;sans minimum;Open Data 2014
2014;Entretien des dispositifs d'alimentation électrique principale et de secours dans les établissements relevant du CASVP (lot 1);Services;2014-03-12;AMGE;78500;200000;sans maximum;Open Data 2014
2014;Rénovation et amélioration de 4 chaufferies dans 4 établissements relevant du CASVP (lot 2);Travaux;2014-03-12;CRAM;76087;;335800;Open Data 2014
2014;Rénovation et amélioration de 4 chaufferies dans 4 établissements relevant du CASVP (lot 3);Travaux;2014-03-12;CRAM;76087;;267850;Open Data 2014
2014;Fourniture, montage et installation de mobilier d'accueil, de salons et de salles à manger pour les salles à manger de l'EHPAD Anselme Payen (marché subséquent);Fournitures;2014-03-13;MACH KUSCH + CO SARL;21910;64676.38;64676.38;Open Data 2014
2014;Fourniture, installation et mise en service de machines à laver la vaisselle semi-industrielles pour certains établissements du Centre d'Action Sociale de la Ville de Paris (lot 1);Fournitures;2014-07-10;HOBART;77312;183946.48;735785.96;Open Data 2014
2014;Financement et gestion des prêts sociaux au profit des agents du Centre d'Action Sociale de la Ville de Paris;Services;2014-07-16;Crédit Municipal de Paris;75004;33444.8;301003.36;Open Data 2014
2014;Prestations de nettoyage de l'EHPAD Annie Girardot;Services;2014-07-28;ENCOREP;91370;sans minimum;sans maximum;Open Data 2014
2014;Prestation de service pour l'évaluation externe des 23 résidences services du CASVP par un organisme habilité par l'ANESM;Services;2014-08-04;ICMS;75008;;60950;Open Data 2014
2014;Entretien des ascenseurs, monte-charges, monte-dossiers et plates-formes élévatrices pour personnes à mobilité réduite dans les établissements relevant du CASVP (lot 3);Services;2014-09-30;THYSSENKRUPP;92816;360000;sans maximum;Open Data 2014
2014;Conception, organisation et animation de formations relatives à l’hygiène et à la sécurité pour les agents du Centre d’Action Sociale de la Ville de Paris (lot 4);Services;2014-12-09;Hysequa;33000;120000;480000;Open Data 2014
2014;Organisation de prestations de séjours de vacances et d'excursions en France Métropolitaine et en Europe destinées aux personnes retraitées pour les années 2015, 2016 et 2017 (lot 6);Services;2014-12-18;Treize Voyages;94150;78660;314640;Open Data 2014
